"tipo_elem";distrito;id;id_cruce;"localizaci";num;"fecha_inst";utm_x;utm_y;longitud;latitud
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;10550;796;"CALLE HERNANI";79;"2023-11-22 00:00:00";441011.706370418;4477714.324367139;-3.69562003518354;40.44799317209841
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4793;796;"CALLE ORENSE";6;"2021-03-16 00:00:00";441039.761456386;4477717.11845006;-3.69528947781775;40.44802033268915
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;512;58;"AV. REINA VICTORIA";2;"2021-02-22 00:00:00";440249.251954802;4477613.853107196;-3.70460119316949;40.44703363263833
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5877;58;"CALLE BRAVO MURILLO";99;"2021-02-22 00:00:00";440311.233277188;4477549.567101349;-3.70386429913282;40.44645896950743
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;511;58;"CALLE BRAVO MURILLO";96;"2021-02-22 00:00:00";440319.005865125;4477656.552401822;-3.70378270257514;40.44742329645867
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;510;58;"CALLE BRAVO MURILLO";101;"2021-02-22 00:00:00";440298.618125307;4477656.663066164;-3.70402311633104;40.44742282948356
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5879;58;"CALLE SANTA ENGRACIA";168;"2021-02-22 00:00:00";440327.358586845;4477562.563196803;-3.70367538021886;40.44657720144728
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5878;58;"GTA. CUATRO CAMINOS";10;"2021-02-22 00:00:00";440314.443746932;4477563.78112614;-3.7038277789374;40.44658724597195
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5876;58;"CALLE BRAVO MURILLO";99;"2021-02-22 00:00:00";440295.505638367;4477550.242246013;-3.70404981341638;40.44646392215183
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;516;58;"GTA. CUATRO CAMINOS";9;"2021-02-22 00:00:00";440355.101799587;4477595.969094305;-3.70335138552387;40.44688012685718
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;515;58;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";9;"2021-02-22 00:00:00";440353.019596155;4477589.934418598;-3.70337537102992;40.44682561454389
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;514;58;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";2;"2021-02-22 00:00:00";440357.921340735;4477572.101213657;-3.70331589766855;40.44666531712661
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;513;58;"AV. REINA VICTORIA";2;"2021-02-22 00:00:00";440248.254593243;4477600.010694551;-3.70461165127666;40.44690886265631
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;517;58;"GTA. CUATRO CAMINOS";1;"2021-02-22 00:00:00";440355.634644666;4477604.867958156;-3.70334593818366;40.44696032983179
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;506;394;"AV. PABLO IGLESIAS";28;"2021-05-01 00:00:00";439900.068079366;4477646.647652566;-3.70872169376002;40.44730388928922
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7670;394;"AV. REINA VICTORIA";21;"2017-03-03 00:00:00";439977.714419042;4477597.426632158;-3.70780147271115;40.44686609557812
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7669;394;"AV. REINA VICTORIA";21;"2017-03-03 00:00:00";439969.574903512;4477598.173471923;-3.70789752005065;40.44687223571569
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5349;394;"AV. REINA VICTORIA";28;"2021-05-01 00:00:00";439953.408579764;4477639.551779184;-3.70809205662227;40.44724382118439
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;509;394;"AV. PABLO IGLESIAS";28;"2021-05-01 00:00:00";439925.844018899;4477664.57246508;-3.70841945141499;40.44746722646165
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7667;394;"AV. PABLO IGLESIAS";19;"2017-03-03 00:00:00";439930.445499541;4477603.774536884;-3.70835944249789;40.44691986602074
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7668;394;"AV. REINA VICTORIA";17;"2017-03-03 00:00:00";439956.279135392;4477599.049791197;-3.70805437938872;40.44687916978452
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;508;394;"AV. PABLO IGLESIAS";28;"2021-05-01 00:00:00";439917.205498151;4477658.231716523;-3.70852071320956;40.44740948208339
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5350;394;"AV. REINA VICTORIA";21;"2021-05-01 00:00:00";439969.083743258;4477604.079608931;-3.70790386978208;40.44692540518836
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;507;394;"AV. PABLO IGLESIAS";28;"2021-05-01 00:00:00";439916.006286705;4477654.136214858;-3.708534466322;40.44737250143715
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11034;359;"CALLE PONZANO";32;"2024-10-30 00:00:00";440746.322223692;4477537.819835068;-3.69873289295907;40.44638426925665
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11033;359;"CALLE RAIMUNDO FERNÁNDEZ VILLAVERDE";32;"2024-10-30 00:00:00";440740.405400892;4477544.066989521;-3.69880324342833;40.44644012460402
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11035;359;"CALLE PONZANO";32;"2024-10-30 00:00:00";440754.502789862;4477537.22718123;-3.69863637737779;40.44637951339006
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11028;359;"AVIADOR ZORITA";41;"2024-10-30 00:00:00";440750.61653515;4477579.9856987;-3.69868619051331;40.44676442372872
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11032;359;"CALLE RAIMUNDO FERNÁNDEZ VILLAVERDE";41;"2024-10-30 00:00:00";440741.595566397;4477559.383690907;-3.69879063874973;40.44657818893579
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11030;359;"CALLE RAIMUNDO FERNÁNDEZ VILLAVERDE";41;"2024-10-30 00:00:00";440737.583008407;4477577.726813149;-3.69883966408573;40.44674314571646
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11031;359;"CALLE RAIMUNDO FERNÁNDEZ VILLAVERDE";41;"2024-10-30 00:00:00";440738.428268807;4477562.784163779;-3.69882830299943;40.44660859610148
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11029;359;"AVIADOR ZORITA";2;"2024-10-30 00:00:00";440761.109422874;4477579.150153937;-3.69856238608357;40.44675764453239
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4899;358;"CALLE EDGAR NEVILLE";1;"2025-06-18 10:00:00";440878.148193789;4477573.805708706;-3.69718183008424;40.44671783098074
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4898;358;"CALLE EDGAR NEVILLE";47;"2025-06-18 10:30:00";440890.104923442;4477572.724241944;-3.69704074215089;40.44670893888062
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8495;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";63;"2018-11-22 00:00:00";441065.317499998;4477558.56781788;-3.6949734163048;40.44659385094865
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8496;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";63;"2018-11-22 00:00:00";441057.009286299;4477559.260169022;-3.6950714463791;40.44659949894016
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7654;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";61;"2021-04-19 00:00:00";440989.560309455;4477558.303790261;-3.69586667819992;40.44658609857276
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8493;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";63;"2021-04-19 00:00:00";441083.306627831;4477558.070793482;-3.69476125242884;40.44659064859291
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8494;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";63;"2018-11-22 00:00:00";441073.825917594;4477558.737926484;-3.69487310556976;40.44659598648261
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7656;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";92;"2018-11-22 00:00:00";440992.369229952;4477526.720807391;-3.6958306227769;40.44630178454322
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7655;362;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";61;"2016-05-31 00:00:00";440986.731400307;4477544.344238268;-3.6958987380712;40.44646014398522
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4792;362;"CALLE ORENSE";61;"2021-03-15 00:00:00";441005.531184679;4477565.162602551;-3.69567899567678;40.44664901925312
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4791;362;"CALLE ORENSE";2;"2021-03-15 00:00:00";441024.469909603;4477569.87008191;-3.69545611775091;40.44669277002036
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2207;59;"PASEO DE LA CASTELLANA";69;"2020-10-08 00:00:00";441384.572262038;4477541.444934903;-3.6912073598153;40.44646217110652
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2199;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441325.343315629;4477501.089264892;-3.69190202559753;40.44609445105934
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2201;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441321.961317511;4477525.835675868;-3.69194419015465;40.44631713911471
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2202;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441324.786474029;4477534.020335148;-3.6919116337063;40.44639106958634
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6632;59;"PASEO DE LA CASTELLANA";110;"2015-02-23 00:00:00";441402.438829876;4477481.049956731;-3.69099111552871;40.44591936549636
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2208;59;"PASEO DE LA CASTELLANA";112;"2020-10-08 00:00:00";441400.281082983;4477540.338276152;-3.69102202826399;40.44645330924441
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2203;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441340.460249566;4477539.330281885;-3.69172730812446;40.44644001003574
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2213;59;"JOAQUIN COSTA";110;"2020-10-08 00:00:00";441437.761772048;4477502.111666583;-3.69057655280081;40.44611158779158
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2214;59;"JOAQUIN COSTA";110;"2020-10-08 00:00:00";441435.535547929;4477494.104011459;-3.6906020646824;40.44603929440581
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2204;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441353.053871512;4477538.81157319;-3.69157876349438;40.44643622577278
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6629;59;"PASEO DE LA CASTELLANA";110;"2015-02-23 00:00:00";441374.031148582;4477469.046509446;-3.69132497205019;40.44580923030057
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2210;59;"PASEO DE LA CASTELLANA";1;"2020-10-08 00:00:00";441432.637394072;4477541.534035903;-3.69064061140349;40.44646636125706
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2209;59;"PASEO DE LA CASTELLANA";112;"2020-10-08 00:00:00";441421.642431508;4477543.938226881;-3.6907704794785;40.44648724464284
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2212;59;"JOAQUIN COSTA";1;"2020-10-08 00:00:00";441433.646466117;4477516.340696911;-3.6906263899328;40.4462394794077
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6631;59;"PASEO DE LA CASTELLANA";110;"2015-02-23 00:00:00";441395.919541925;4477472.131161003;-3.69106716372367;40.44583856144606
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6633;59;"JOAQUIN COSTA";110;"2015-02-23 00:00:00";441422.038989654;4477477.643420158;-3.69075968931128;40.44589005912962
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6630;59;"PASEO DE LA CASTELLANA";110;"2015-02-23 00:00:00";441377.483132955;4477473.868319897;-3.69128471364891;40.44585291075357
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6628;59;"PASEO DE LA CASTELLANA";110;"2015-02-23 00:00:00";441356.133061781;4477470.649064088;-3.69153616197386;40.44582240452039
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2206;59;"PASEO DE LA CASTELLANA";69;"2020-10-08 00:00:00";441380.225694986;4477541.619321998;-3.69125862814553;40.44646343559352
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2205;59;"PASEO DE LA CASTELLANA";69;"2020-10-08 00:00:00";441366.87966688;4477542.766066392;-3.69141610274457;40.44647282482988
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2211;59;"JOAQUIN COSTA";1;"2020-10-08 00:00:00";441436.280356867;4477526.678888254;-3.69059628593053;40.44633279603364
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;2200;59;"CALLE RAIMUNDO FERNANDEZ VILLAVERDE";69;"2020-10-08 00:00:00";441326.319553839;4477511.843424065;-3.6918915078619;40.4461913982415
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7596;878;"CAPITA?N BLANCO ARGIBAY";161;"2016-01-13 00:00:00";439959.161258652;4479953.758350726;-3.70824311202495;40.46809153212461
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7597;878;"CAPITA?N BLANCO ARGIBAY";200;"2016-01-13 00:00:00";439955.48813037;4479965.866106522;-3.70828758306736;40.46820033792957
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7599;878;"PASEO DIRECCION";5;"2016-01-13 00:00:00";439964.42242986;4479930.959146384;-3.70817889824783;40.46788652840806
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7594;878;"PASEO DIRECCION";194;"2016-01-13 00:00:00";439989.572334386;4479971.706280592;-3.70788610589768;40.46825541135932
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7598;878;"PASEO DIRECCION";7;"2016-01-13 00:00:00";439978.377918171;4479934.541182959;-3.70801463028746;40.46791980518935
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7595;878;"PASEO DIRECCION";196;"2016-01-13 00:00:00";439976.475079505;4479969.989958598;-3.70804042822253;40.4682390038374
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;478;970;"AV. PABLO IGLESIAS";76;"2021-03-03 00:00:00";439618.938174786;4478250.76342884;-3.71209408598731;40.4527256362296
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;475;970;"AV. PABLO IGLESIAS";15;"2021-03-03 00:00:00";439635.589955828;4478263.560627427;-3.71189893698334;40.45284212801221
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;476;970;"AV. PABLO IGLESIAS";76;"2021-03-03 00:00:00";439628.639389159;4478260.466373923;-3.71198060727303;40.45281374892281
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;477;970;"AV. PABLO IGLESIAS";76;"2021-03-03 00:00:00";439629.309932436;4478253.058724715;-3.71197199557476;40.4527470665684
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4958;970;"AV. DOCTOR FEDERICO RUBIO Y GALI";55;"2021-03-03 00:00:00";439599.499764719;4478225.462653836;-3.71232090607386;40.45249630442576
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;4957;970;"AV. DOCTOR FEDERICO RUBIO Y GALI";76;"2021-03-03 00:00:00";439605.000108347;4478236.599854557;-3.71225710300445;40.45259703245265
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;838;989;"CALLE ORENSE";13;"2021-03-01 00:00:00";441120.588117637;4478941.998786531;-3.69444998501548;40.45906031213607
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;830;989;"SOR ANGELA DE LA CRUZ";13;"2021-03-01 00:00:00";441117.856799274;4478972.104706279;-3.69448498997331;40.45933132545333
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;829;989;"SOR ANGELA DE LA CRUZ";13;"2021-03-01 00:00:00";441115.328593655;4478961.045427339;-3.69451378081816;40.45923151964737
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;831;989;"SOR ANGELA DE LA CRUZ";20;"2021-03-01 00:00:00";441104.978396317;4478981.091373769;-3.69463770745849;40.45941136849945
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;832;989;"SOR ANGELA DE LA CRUZ";20;"2021-03-01 00:00:00";441108.699349069;4478992.217096769;-3.69459485598577;40.45951185741956
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;834;989;"CALLE ORENSE";81;"2021-03-01 00:00:00";441142.483776796;4478994.685491775;-3.69419664139662;40.45953648738892
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;837;989;"CALLE ORENSE";56;"2021-03-01 00:00:00";441135.287031908;4478940.759912241;-3.69427651666718;40.4590501931909
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;836;989;"SOR ANGELA DE LA CRUZ";11;"2021-03-01 00:00:00";441149.927839782;4478952.463804139;-3.69410493364665;40.45915666378909
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;835;989;"CALLE ORENSE";14;"2021-03-01 00:00:00";441144.900629064;4478979.947535839;-3.69416677117071;40.45940389283184
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;833;989;"CALLE ORENSE";81;"2021-03-01 00:00:00";441124.879612663;4478996.705688956;-3.69440444712864;40.45955343909498
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;669;990;"CALLE ORENSE";16;"2021-03-10 00:00:00";441144.130866679;4479160.019772372;-3.69419254756505;40.46102600493896
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;670;990;"CALLE ORENSE";14;"2021-03-10 00:00:00";441161.321333745;4479158.113944373;-3.69398962706922;40.46101005388505
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;692;181;"CALLE BRAVO MURILLO";382;"2021-05-01 00:00:00";441345.246901341;4479636.085343735;-3.6918645919422;40.4653288252249
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;690;181;"CONDE DEL SERRALLO";371;"2021-05-01 00:00:00";441359.625334847;4479661.85317363;-3.69169738357984;40.46556196760522
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;689;181;"CONDE DEL SERRALLO";1;"2021-05-01 00:00:00";441344.290110927;4479661.281115528;-3.69187820608611;40.46555573171494
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7111;181;"CALLE DEL POETA JOAN MARAGALL";66;"2025-07-07 09:00:00";441383.365985985;4479524.335872417;-3.69140466499132;40.46432482942129
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7112;181;"CALLE DEL POETA JOAN MARAGALL";57;"2025-07-07 09:30:00";441368.446842259;4479525.58902279;-3.69158074537733;40.46433506562227
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;691;181;"CALLE BRAVO MURILLO";1;"2021-05-01 00:00:00";441335.656600576;4479653.876665582;-3.69197935175261;40.46548841975275
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5747;1053;"AV. PABLO IGLESIAS";87;"2025-06-06 12:00:00";439599.449635783;4478658.870515971;-3.71236272984269;40.45640061021884
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;5746;1053;"CALLE ALEJANDRO RODRIGUEZ";90;"2025-06-06 12:15:00";439616.360563544;4478656.96759943;-3.71216311636012;40.45638469688689
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;948;1049;"CALLE PINTOR JUAN GRIS";1;"2020-10-16 00:00:00";441437.15186174;4478773.464073832;-3.6907010005725;40.45756444855295
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;947;1049;"CALLE PINTOR JUAN GRIS";1;"2020-10-16 00:00:00";441437.972229644;4478780.777560192;-3.69069200037353;40.45763038941117
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7049;2227;"CALLE DEL POETA JOAN MARAGALL";62;"2015-10-07 00:00:00";441373.826109656;4479428.331086902;-3.69150831415364;40.46345930479114
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7047;2227;"CALLE ESTEBANEZ CALDERON";2;"2015-10-07 00:00:00";441380.76948833;4479441.161860041;-3.69142760637751;40.46357537970895
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7048;2227;"CALLE ESTEBANEZ CALDERON";7;"2015-10-07 00:00:00";441382.277850065;4479434.075496177;-3.691409161558;40.46351164917293
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7050;2227;"CALLE DEL POETA JOAN MARAGALL";53;"2015-10-07 00:00:00";441361.647317057;4479429.032245275;-3.69165202048569;40.4634647616844
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11088;1116;"CALLE SANCHEZ PRECIADO";77;"2024-11-21 00:00:00";439856.602031335;4479475.893374996;-3.70940752047496;40.46377932245657
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11090;1116;"CALLE VILLAAMIL";75;"2024-11-20 00:00:00";439867.403721472;4479461.565461184;-3.70927876322365;40.4636510329042
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11092;1116;"CALLE VILLAAMIL";73;"2024-11-21 00:00:00";439877.026360907;4479438.888052467;-3.70916312157522;40.46344744239688
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11091;1116;"CALLE VILLAAMIL";73;"2024-11-20 00:00:00";439869.817534834;4479452.171376139;-3.70924940364879;40.46356658204341
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11089;1116;"CALLE SANCHEZ PRECIADO";77;"2024-11-21 00:00:00";439862.600668627;4479473.533136747;-3.70933654641444;40.46375849472386
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;11093;1116;"CALLE VILLAAMIL";75;"2024-11-21 00:00:00";439888.320286378;4479448.81518837;-3.70903085736485;40.46353768706553
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8617;1255;"CALLE MARQUÉS DE VIANA";32;"2019-03-20 00:00:00";440506.003264773;4479320.234412764;-3.70173361396369;40.46242383884277
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;8618;1255;"CALLE MARQUÉS DE VIANA";43;"2019-03-20 00:00:00";440503.051913846;4479304.09339619;-3.70176690954826;40.46227822271888
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6685;1289;"CALLE NUMANCIA";6;"2015-02-23 00:00:00";439592.704683624;4478417.645513643;-3.71241932111725;40.45422707012109
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;7696;1289;"AV. PABLO IGLESIAS";69;"2021-03-03 00:00:00";439584.083337879;4478351.438079128;-3.71251469019985;40.453630020682
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;481;1289;"AV. PABLO IGLESIAS";69;"2021-03-03 00:00:00";439577.946253553;4478346.33350639;-3.7125865767697;40.45358359054124
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;6684;1289;"CALLE NUMANCIA";13;"2015-02-23 00:00:00";439582.867225783;4478420.100691766;-3.71253556525981;40.45424847228204
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";6;483;1289;"AV. PABLO IGLESIAS";69;"2021-03-03 00:00:00";439590.517370583;4478359.706872885;-3.71243960279064;40.45370497691898
