"tipo_elem";distrito;id;id_cruce;"localizaci";num;"fecha_inst";utm_x;utm_y;longitud;latitud
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3442;99;"CALLE SAN BERNARDO";94;"2018-08-07 00:00:00";440156.139765462;4475728.236805353;-3.70552153014865;40.43004048610266
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3443;99;"GTA. RUIZ JIMENEZ";24;"2018-08-07 00:00:00";440178.42091106;4475681.60029353;-3.7052544794541;40.42962196617211
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3446;99;"CALLE SAN BERNARDO";91;"2018-08-07 00:00:00";440112.34011069;4475632.517328367;-3.70602884559888;40.42917505011467
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3439;99;"GTA. RUIZ JIMENEZ";1;"2018-08-07 00:00:00";440085.398333275;4475673.338794606;-3.70635029277298;40.42954084806525
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3440;99;"CALLE ALBERTO AGUILERA";2;"2018-08-07 00:00:00";440083.579049316;4475698.16155694;-3.70637407898153;40.42976433153975
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3441;99;"GTA. RUIZ JIMENEZ";93;"2018-08-07 00:00:00";440136.118329441;4475728.858724763;-3.7057576118924;40.4300446480076
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3444;99;"GTA. RUIZ JIMENEZ";6;"2018-08-07 00:00:00";440178.064836487;4475657.594938432;-3.7052564179531;40.42940568956512
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3445;99;"CALLE SAN BERNARDO";92;"2018-08-07 00:00:00";440128.127261796;4475633.583437248;-3.70584284119712;40.42918579050666
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4396;2096;"PLAZA SANTA BA?RBARA";1;"2018-08-01 00:00:00";440891.63686538;4475344.895373016;-3.69681545062326;40.42663975574932
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4398;2096;"PLAZA SANTA BA?RBARA";1;"2018-08-01 00:00:00";440887.225741854;4475345.36207075;-3.69686749212963;40.42664364656216
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4399;2096;"PLAZA SANTA BA?RBARA";1;"2018-08-01 00:00:00";440885.455290228;4475339.073487061;-3.69688777741361;40.42658687025045
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4397;2096;"PLAZA SANTA BA?RBARA";1;"2018-08-01 00:00:00";440904.694050055;4475344.236499432;-3.69666147190556;40.42663474790906
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4424;1843;"CALLE GENOVA";25;"2020-05-18 00:00:00";441253.703866221;4475289.027373889;-3.69254225707277;40.42616211599049
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4425;1843;"CALLE GARCIA GUTIERREZ";2;"2020-05-18 00:00:00";441240.577743991;4475274.005867359;-3.6926955979363;40.42602586810429
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3452;34;"MANUELA MALASAÑA";1;"2018-08-06 00:00:00";440424.756043556;4475565.202563819;-3.70233965989359;40.42859108102877
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8550;34;"CALLE CARRANZA";1;"2019-01-30 00:00:00";440412.350045663;4475603.536316147;-3.70248949846397;40.42893552035149
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8059;34;"CALLE SAGASTA";6;"2016-02-19 00:00:00";440484.036660645;4475612.126748545;-3.70164523650328;40.42901803879619
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8549;34;"CALLE CARRANZA";1;"2019-01-30 00:00:00";440397.036474613;4475632.244616951;-3.7026727117241;40.42919304068807
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9535;34;"FUENCARRAL";107;"2021-04-05 00:00:00";440433.379178815;4475582.343964942;-3.70223961413762;40.42874611608216
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8058;34;"CALLE SAGASTA";2;"2016-02-19 00:00:00";440480.667541748;4475600.029679321;-3.70168382024634;40.42890882182829
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8057;34;"CALLE SAGASTA";2;"2016-02-19 00:00:00";440483.621948848;4475586.327308571;-3.70164770984326;40.42878559599967
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8551;34;"CALLE CARRANZA";1;"2019-01-30 00:00:00";440406.700745489;4475617.844402415;-3.7025574356373;40.42906400940766
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3451;34;"MANUELA MALASAÑA";2;"2018-08-06 00:00:00";440424.431139506;4475570.098494984;-3.70234394877592;40.42863516253781
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3450;34;"LUCHANA";2;"2018-08-06 00:00:00";440491.974146025;4475631.816836189;-3.70155350981502;40.42919598393779
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3449;34;"LUCHANA";1;"2018-08-06 00:00:00";440475.603093587;4475639.698163935;-3.70174723609538;40.42926581124497
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9537;34;"GTA BILBAO";7;"2021-04-05 00:00:00";440446.68892084;4475586.927174806;-3.70208314417432;40.42878835666853
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9536;34;"GTA BILBAO";7;"2021-04-05 00:00:00";440438.928181895;4475590.412083399;-3.70217495671491;40.42881919468788
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3447;34;"CALLE FUENCARRAL";2;"2018-08-06 00:00:00";440417.737617294;4475657.441513307;-3.70243104038482;40.42942150875706
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3448;34;"CALLE FUENCARRAL";1;"2018-08-06 00:00:00";440408.333124942;4475647.726806348;-3.7025409938301;40.42933332060961
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9534;34;"FUENCARRAL";107;"2021-04-05 00:00:00";440426.292083976;4475579.873292972;-3.70232292744925;40.42872335163953
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7276;34;"CALLE FUENCARRAL";110;"2016-02-19 00:00:00";440439.774528855;4475562.427442779;-3.70216235778796;40.42856715689359
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8548;34;"CALLE CARRANZA";3;"2019-01-30 00:00:00";440398.103460808;4475620.522436354;-3.70265903462184;40.42908751841367
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7277;34;"CALLE FUENCARRAL";105;"2016-02-19 00:00:00";440434.376611109;4475554.80058024;-3.70222527529856;40.42849806414634
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;10799;35;"CALLE MEJIA LEQUERICA";21;"2024-01-22 00:00:00";440676.971000833;4475493.210375983;-3.69935976017396;40.42796056642805
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8174;35;"CALLE MEJÍA LEQUERICA";23;"2018-03-28 00:00:00";440673.615268267;4475522.127461487;-3.69940201670466;40.42822082558266
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8175;35;"CALLE MEJÍA LEQUERICA";20;"2018-03-28 00:00:00";440680.917840265;4475527.29697329;-3.69931641473092;40.42826791568562
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;10798;35;"CALLE MEJIA LEQUERICA";18;"2024-01-22 00:00:00";440686.704017693;4475499.490190867;-3.69924561155478;40.42801783191483
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8173;35;"CALLE SAGASTA";15;"2018-03-28 00:00:00";440657.89225558;4475562.656143798;-3.69959114628922;40.4285848051947
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3453;35;"CALLE FRANCISCO DE ROJAS";2;"2018-08-02 00:00:00";440676.011949965;4475571.849109048;-3.69937840404292;40.42866891203843
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;3454;35;"CALLE FRANCISCO DE ROJAS";1;"2018-08-02 00:00:00";440662.383704589;4475568.032688636;-3.69953870165873;40.42863355997409
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8110;35;"SAGASTA";16;"2018-03-28 00:00:00";440696.204964528;4475524.78582363;-3.69913597232836;40.42824638402334
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8109;35;"SAGASTA";19;"2018-03-28 00:00:00";440698.124522301;4475548.750260884;-3.69911557962925;40.42846240358468
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8172;35;"CALLE SAGASTA";14;"2018-03-28 00:00:00";440648.971818006;4475540.562777939;-3.69969424028253;40.4283851415889
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4420;36;"CALLE SAGASTA";32;"2018-08-20 00:00:00";440918.551822719;4475475.703282776;-3.69651033453896;40.42782004656982
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8171;36;"CALLE ALMAGRO";2;"2018-03-27 00:00:00";441025.253031346;4475489.335655196;-3.69525378809246;40.42795042446303
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4419;36;"PLAZA ALONSO MARTINEZ";34;"2018-08-20 00:00:00";440940.377593902;4475467.964543292;-3.69625232993635;40.42775188215924
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4418;36;"CALLE SAGASTA";34;"2018-08-20 00:00:00";440934.215629792;4475457.642265211;-3.69632400904771;40.42765845676143
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4417;36;"PLAZA SANTA BA?RBARA";4;"2018-08-20 00:00:00";440946.908433786;4475443.894562528;-3.69617310759783;40.42753551211234
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4412;36;"CALLE FERNANDO EL SANTO";2;"2018-08-20 00:00:00";441060.806915744;4475524.91453187;-3.69483797087552;40.42827345545297
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4416;36;"PLAZA SANTA BA?RBARA";5;"2018-08-20 00:00:00";440959.075567913;4475439.632336332;-3.69602928424555;40.427497979576
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4414;36;"CALLE SANTA ENGRACIA";2;"2018-08-20 00:00:00";440985.85755924;4475524.300572017;-3.69572143495965;40.4282626110702
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4413;36;"CALLE FERNANDO EL SANTO";2;"2018-08-20 00:00:00";441055.607742704;4475518.499178327;-3.69489866515269;40.42821529455346
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4415;36;"PLAZA ALONSO MARTINEZ";1;"2018-08-20 00:00:00";440966.226428204;4475517.967690177;-3.69595226332737;40.42820416863823
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4422;36;"CALLE GENOVA";4;"2018-08-20 00:00:00";441017.015151068;4475422.464379712;-3.69534469353156;40.4273474325235
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4423;36;"CALLE GENOVA";1;"2018-08-20 00:00:00";441032.053721296;4475435.79158986;-3.69516865381191;40.42746855641496
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8170;36;"CALLE ALMAGRO";4;"2018-03-27 00:00:00";441007.384952402;4475498.171806557;-3.69546524026132;40.4280287577672
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4421;36;"CALLE SAGASTA";33;"2018-08-20 00:00:00";440915.675506189;4475488.109328471;-3.69654539402109;40.42793160175025
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;10111;415;"DIVINO PASTOR";76;"2023-02-06 00:00:00";440108.177686616;4475508.675668322;-3.70606624635942;40.42805912927255
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4387;415;"DIVINO PASTOR";74;"2018-08-31 00:00:00";440098.134832367;4475496.80965036;-3.70618351521803;40.42795151176448
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4386;415;"DIVINO PASTOR";81;"2018-08-31 00:00:00";440084.75581075;4475496.257854057;-3.70634117722709;40.42794557745269
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7138;37;"CALLE GENERAL CASTAÑ?OS";15;"2018-08-31 00:00:00";441167.756472088;4475316.432060857;-3.69355793035605;40.42640291700997
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7137;37;"CALLE GENERAL CASTAÑ?OS";15;"2018-08-31 00:00:00";441171.655987002;4475313.667429369;-3.69351170737914;40.42637828764665
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4392;591;"CALLE BARCELO";83;"2018-08-31 00:00:00";440527.761800702;4475301.90607763;-3.70110076846624;40.42622655569912
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4395;591;"CALLE FUENCARRAL";87;"2018-08-31 00:00:00";440504.196079951;4475318.401366779;-3.7013801017043;40.42637346791967
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4394;591;"CALLE FUENCARRAL";87;"2018-08-31 00:00:00";440512.064283229;4475321.316726224;-3.70128762493431;40.42640029347361
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4393;591;"CALLE FUENCARRAL";87;"2018-08-31 00:00:00";440516.26302308;4475315.902662829;-3.70123762407049;40.42635182131506
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4388;591;"CALLE FUENCARRAL";83;"2018-08-31 00:00:00";440516.916242143;4475279.212405963;-3.70122649131903;40.42602134526134
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4391;591;"CALLE FUENCARRAL";83;"2018-08-31 00:00:00";440521.230240948;4475289.890710048;-3.70117663758484;40.4261178487853
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;6210;542;"MEJIA LEQUERICA";32;"2017-05-03 00:00:00";440822.153670992;4475296.831538203;-3.69763004136387;40.42620183460129
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;6211;542;"CALLE SAN MATEO";4;"2017-05-03 00:00:00";440825.679668902;4475311.274547525;-3.69758982159927;40.42633219479395
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4400;542;"CALLE HORTALEZA";116;"2018-08-31 00:00:00";440875.702211747;4475285.157578519;-3.69699773225115;40.4261004773722
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4401;542;"CALLE HORTALEZA";85;"2018-08-31 00:00:00";440863.957108801;4475290.310669459;-3.69713666115169;40.42614606405937
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4317;427;"CALLE DOCTOR CORTEZO";18;"2018-09-01 00:00:00";440271.657107776;4473787.410303281;-3.7039774664704;40.41256492407645
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4318;427;"PLAZA TIRSO DE MOLINA";18;"2018-09-01 00:00:00";440261.067890241;4473781.539594239;-3.70410171422019;40.41251127798903
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;23;41;"CALLE SAN BERNARDO";56;"2018-08-31 00:00:00";439997.383912976;4475210.583727727;-3.70734416942824;40.42536579941591
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;24;41;"CALLE SAN BERNARDO";51;"2018-08-31 00:00:00";439990.226252213;4475216.115553232;-3.7074290639187;40.42541511634393
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4435;42;"PLAZA COLON";2;"2020-05-26 00:00:00";441410.846388983;4475232.955313955;-3.69068471230254;40.42566807332054
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4448;42;"PASEO RECOLETOS";43;"2020-05-26 00:00:00";441400.807102849;4475086.809759391;-3.69078958421502;40.4243508165065
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4438;42;"CALLE GENOVA";31;"2020-05-26 00:00:00";441361.040972716;4475208.315153958;-3.69126953593552;40.42544259396674
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4440;42;"PLAZA COLON";30;"2020-05-26 00:00:00";441366.639773813;4475182.496820388;-3.69120115771502;40.42521040457493
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4442;42;"PLAZA COLON";43;"2020-05-26 00:00:00";441382.785021426;4475135.13195092;-3.69100647548894;40.4247848566453
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4441;42;"PLAZA COLON";1;"2020-05-26 00:00:00";441373.833936421;4475138.208388791;-3.69111227134287;40.42481193999122
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4446;42;"PASEO RECOLETOS";1;"2020-05-26 00:00:00";441427.991770327;4475084.74185207;-3.69046895259762;40.42433410201333
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4443;42;"CALLE JORGE JUAN";1;"2020-05-26 00:00:00";441457.970274817;4475108.953603663;-3.69011780816604;40.42455432313733
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4436;42;"PLAZA COLON";2;"2020-05-26 00:00:00";441401.124912565;4475235.265375426;-3.69079952000903;40.42568819879651
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4433;42;"PLAZA COLON";2;"2020-05-26 00:00:00";441418.086146994;4475229.449321768;-3.69059904845914;40.42563699946464
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4426;42;"PASEO DE LA CASTELLANA";1;"2020-05-26 00:00:00";441434.241279104;4475263.959797573;-3.69041179399028;40.42594902387812
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4427;42;"PASEO DE LA CASTELLANA";1;"2020-05-26 00:00:00";441456.844461181;4475259.3023776;-3.69014492225986;40.42590865844465
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4434;42;"PLAZA COLON";2;"2020-05-26 00:00:00";441412.948304087;4475232.47652109;-3.69065989123248;40.42566390814377
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4432;42;"PLAZA COLON";1;"2020-05-26 00:00:00";441486.987189199;4475201.141466371;-3.6897842519899;40.4253868373494
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4445;42;"CALLE JORGE JUAN";1;"2020-05-26 00:00:00";441435.711003937;4475081.951089856;-3.69037770458063;40.42430950486433
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4437;42;"CALLE GENOVA";2;"2020-05-26 00:00:00";441365.40846044;4475220.814919877;-3.69121920578585;40.4255555056958
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4428;42;"PASEO DE LA CASTELLANA";1;"2020-05-26 00:00:00";441470.960582085;4475259.026437044;-3.6899784982589;40.42590716584513
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9831;42;"PZA DE COLON";1;"2022-02-26 00:00:00";441488.135174479;4475211.530760177;-3.68977167592344;40.42548050987816
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;9830;42;"PZA DE COLON";1;"2022-02-26 00:00:00";441483.317980803;4475213.54953488;-3.68982864568068;40.42549835717319
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4444;42;"CALLE JORGE JUAN";1;"2020-05-26 00:00:00";441456.088893535;4475094.455107106;-3.69013865022077;40.42442358126359
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4429;42;"PLAZA COLON";1;"2020-05-26 00:00:00";441484.643844863;4475256.189141002;-3.68981694099089;40.42588256863228
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4439;42;"CALLE GENOVA";30;"2020-05-26 00:00:00";441373.771193675;4475196.045769081;-3.69111834385523;40.42533296259187
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4430;42;"CALLE GOYA";1;"2020-05-26 00:00:00";441490.573223578;4475235.281789665;-3.68974512243556;40.42569464211508
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4447;42;"PASEO RECOLETOS";22;"2020-05-26 00:00:00";441422.799576652;4475084.460231516;-3.69053012997712;40.42433119949749
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7129;827;"SAN MATEO";2;"2024-11-18 00:00:00";440564.30204656;4475164.328756115;-3.70065717592004;40.42498980675293
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7131;827;"FUENCARRAL";75;"2024-11-18 00:00:00";440548.193645122;4475168.528947923;-3.7008474489214;40.42502649311046
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7130;827;"FUENCARRAL";75;"2024-11-18 00:00:00";440556.609240547;4475170.962747353;-3.700748476274;40.42504901922506
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;5769;442;"CALLE FERNANDO VI";23;"2024-11-18 00:00:00";440999.167085127;4475126.061318509;-3.695527582049;40.42467602807569
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;6532;2206;"MARQUES DEL DUERO";4;"2020-02-18 00:00:00";441283.854507429;4474673.697977578;-3.69213002595309;40.42062106004538
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;6531;2206;"MARQUES DEL DUERO";4;"2020-02-18 00:00:00";441292.594769326;4474670.747710164;-3.69202673289379;40.42059509929123
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8943;176;"CALLE AMANIEL";5;"2019-12-05 00:00:00";439842.608340752;4475115.490358908;-3.7091596204064;40.42449797880062
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;26;176;"CALLE REYES";9;"2018-08-31 00:00:00";439844.008159658;4475087.456884785;-3.70914046778462;40.42424554189751
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8944;176;"CALLE SAN BERNANDINO";1;"2019-12-05 00:00:00";439838.045272256;4475114.762913206;-3.70921333896219;40.42449109569924
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8942;176;"CALLE REYES";5;"2019-12-05 00:00:00";439856.396743381;4475098.825239183;-3.70899551262175;40.42434884877342
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;25;176;"PLAZA CONDE DE TORENO";6;"2018-08-31 00:00:00";439834.829485056;4475088.959188674;-3.70924880359042;40.42425841163356
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7090;347;"CALLE SAN BERNARDO";45;"2025-02-22 00:00:00";439987.318569388;4475085.304338619;-3.70745099226214;40.42423650014629
"AVISADOR ACUSTICO CON POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;7089;347;"CALLE PEZ";42;"2025-02-22 00:00:00";439995.536332893;4475099.270919428;-3.70735544334112;40.42436291013274
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4404;826;"BARBARA DE BRAGANZA";1;"2018-09-02 00:00:00";441112.360306225;4475036.229751609;-3.69418498435392;40.42387480182629
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4405;826;"BARBARA DE BRAGANZA";6;"2018-09-02 00:00:00";441112.32286062;4475024.811624732;-3.69418436830066;40.42377193922557
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4407;826;"CONDE DE XIQUENA";17;"2018-09-02 00:00:00";441120.240815115;4475016.881920907;-3.69409030146572;40.42370106502793
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;4406;826;"CONDE DE XIQUENA";17;"2018-09-02 00:00:00";441117.202130958;4475017.916050719;-3.69412621555478;40.42371016591943
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;8675;39;"CALLE GRAN VÍA";80;"2018-11-10 00:00:00";439721.025953619;4474986.041928238;-3.7105805066243;40.42332304964291
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;43;39;"CALLE REYES";18;"2018-11-10 00:00:00";439712.955630249;4475010.86780865;-3.71067798798893;40.4235461075594
"AVISADOR ACUSTICO SIN POSIBILIDAD DE CONFIGURACIÓN A DEMANDA";1;47;39;"PLAZA ESPAÑA";1;"2018-11-10 00:00:00";439677.242474424;4474969.065074016;-3.71109498676887;40.42316694138167
