distrito;id;"descripcion";"fecha_inst";utm_x;utm_y;longitud;latitud
11;565;"ANTONIO LEYVA - NAVAHONDA";"23/04/1973";439293.957512445;4471614.734837448;-3.71529289640703;40.39292170859864
8;2028;"MONASTERIO SUSO Y YUSO 49 - P.P.";"17/09/2007";441236.282377998;4484122.606092624;-3.69356570859392;40.50573742515967
20;654;"HERMANOS GARCIA NOBLEJAS - EMILIO MUÑOZ";"14/05/1975";446364.834913364;4475691.085707997;-3.63232625171218;40.43012930725801
16;4744;"GLORIETA JOSE LUIS FERNANDEZ DEL AMO";"21/05/2023";445556.378434904;4481742.15338141;-3.64237587945329;40.48458796128796
16;4749;"AV. FUERZAS ARMADAS 116 P.P.";"21/05/2023";446427.157373919;4481891.750146476;-3.63211487044915;40.48599224858878
4;138;"GOYA - LAGASCA";"21/06/1965";441858.379882007;4475185.058329817;-3.68540489374703;40.42526798995439
19;1002;"CALAHORRA - CALAHORRA";"12/04/1981";448091.534391623;4473195.69193479;-3.61176696273109;40.40775876185239
18;710;"CRA. VILLAVERDE - CNO. POZO TIO RAIMUNDO - P.P.";"20/09/1976";445193.837316012;4469002.462657132;-3.64555496523976;40.36979781614848
18;399;"PL. SIERRA GADOR - REAL ARGANDA";"25/05/1970";447249.303635351;4470090.91771521;-3.62143533590288;40.3797359735756
5;1330;"MARCENADO - SAN ERNESTO";"11/08/1992";442838.724987215;4477847.137385492;-3.67408829161618;40.44931724993089
8;1089;"MONFORTE LEMOS - PL. VERIN";"23/12/1983";439829.582130918;4481078.915589288;-3.70987825418475;40.4782179907008
8;832;"AV. CARDENAL HERRERA ORIA - PEÑA DEL OSO";"01/01/1978";440611.90978191;4482307.328952322;-3.70076424876718;40.48934031221523
8;1799;"VALLE DE MENA - JUAN ANDRES";"29/06/2004";438717.718949802;4480385.870032663;-3.72292784092023;40.47189349255497
16;1413;"AREQUIPA - C.O.E - P.P.";"30/05/1995";446235.980121244;4479963.767769946;-3.63420701663927;40.46861165227301
8;951;"AV. CARDENAL HERRERA ORIA - GINZO DE LIMIA";"25/02/1980";439875.285044306;4481886.555123165;-3.7094156895758;40.48549680735639
10;1360;"CJAL. FRANCISCO JOSE JIMENEZ M. - BERLANAS";"16/04/1993";436174.181139987;4472394.408160706;-3.75212811597332;40.39971210182181
10;1361;"CJAL. FRANCISCO JOSE JIMENEZ M. - CARBONERAS";"16/04/1993";436360.616585089;4472423.957494254;-3.74993427960488;40.39999256303354
5;1191;"AV. PIO XII - MADRE DIOS";"09/03/1990";442668.186642388;4479265.812271386;-3.67622739208431;40.46208558527875
4;170;"PPE. VERGARA - DIEGO LEON";"25/04/1966";442374.953807985;4476235.451879118;-3.67941087026957;40.43476639678683
4;267;"PPE. VERGARA - MALDONADO";"01/01/1968";442367.980447125;4476121.802869537;-3.67948277600821;40.43374210763817
4;240;"PPE. VERGARA - JUAN BRAVO";"03/08/1967";442363.292923745;4475999.047742762;-3.67952690613562;40.4326359442956
4;790;"PPE. VERGARA - PADILLA";"01/01/1978";442352.669254586;4475857.600368298;-3.67963932010169;40.43136098035038
4;868;"GOYA - FERNAN GONZALEZ";"01/01/1978";442813.679446531;4475117.179615425;-3.67413794580985;40.42472271540834
3;4724;"DR. ESQUERDO - SANTA SABINA";"23/03/2023";443058.028551444;4472973.621927793;-3.67106576324221;40.40542915947594
1;425;"SANTA CRUZ MARCENADO - CONDE DUQUE";"24/10/1970";439813.118937017;4475594.513325195;-3.70955257597481;40.42881109783426
7;4571;"FERNANDO EL CATOLICO-ANDRES MELLADO";"15/10/2019";439406.081430371;4476211.439356787;-3.71440966454079;40.43433908191253
1;415;"SAN BERNARDO - DIVINO PASTOR";"12/08/1970";440093.360562112;4475509.395396214;-3.70624098106119;40.42806454601897
1;414;"SAN BERNARDO - PALMA -DAOIZ - BOMBEROS";"11/08/1970";440049.741043051;4475348.333123293;-3.70673998772664;40.42661048248748
9;4528;"QUINTANA - JUAN ALVAREZ MENDIZABAL";"30/07/2018";439126.469728801;4475483.532139326;-3.71763636520863;40.42776136880579
9;4565;"ROMERO ROBLEDO -JUAN ALVAREZ MENDIZABAL";"05/06/2019";438825.584570336;4475916.936430783;-3.72122493490251;40.43164358393939
9;4601;"VENTURA RODRIGUEZ -FERRAZ";"12/09/2020";439357.11725548;4475018.501979824;-3.7148731145055;40.42358902003806
9;4599;"VENTURA RODRIGUEZ -MARTIN HEROS-TUTOR";"12/09/2020";439452.295544215;4475215.364954187;-3.71376995840854;40.42536937996321
8;4842;"CESAR MANRIQUE - SAMUR P.P";"07/04/2025";438867.857246058;4480748.429189018;-3.72119178340436;40.47517061525243
9;419;"AV. COMPLUTENSE - ARQUITECTO LOPEZ OTERO";"22/08/1970";438324.866375503;4477307.211339435;-3.72726272169766;40.4441307490408
9;418;"AV. COMPLUTENSE - DR. SEVERO OCHOA";"22/08/1970";438358.376026466;4477042.244983849;-3.72684190085834;40.44174631523099
9;1674;"PROFESOR ARANGUREN - C. DEPORTIVO PP";"30/03/2001";437949.204982029;4477724.243587891;-3.73173285686547;40.44785957852392
9;1671;"EDUARDO SAAVEDRA - INGENIEROS CAMINOS - P.P.";"22/03/2001";438046.170159525;4477600.966364146;-3.73057745969527;40.4467562836067
13;1763;"AV. PABLO NERUDA 106 - P.P.";"30/07/2003";444828.160117847;4470389.336048644;-3.64998201718232;40.38226753002678
11;2079;"AV. POBLADOS - ONTANILLA";"16/07/2009";438074.266430701;4469443.25810443;-3.7294522485803;40.3732702312154
1;115;"BAILEN - MAYOR";"02/03/1964";439463.719668751;4474074.680401172;-3.71352671687784;40.41509441545419
1;426;"PL. TIRSO MOLINA - COLEGIATA";"28/10/1970";440176.040771325;4473791.402246178;-3.70510472587267;40.41259401856499
11;1149;"NTRA. SRA. VALVANERA - ACEUCHAL";"16/07/1987";437417.740538489;4471428.233231996;-3.73738012687332;40.39110276186848
11;2194;"AV. DE LA PESETA - LUIS ORO P.P.";"08/09/2014";436682.112609676;4468344.38386986;-3.74574065961576;40.36326646893602
8;1800;"VALLE DE MENA - ANTONIO MACHADO";"29/06/2004";438953.456931607;4480298.457912112;-3.72013871063112;40.47112341245384
9;904;"ANTONIO MACHADO - VALDERRODRIGO";"12/02/1979";439001.184767522;4480172.949353816;-3.71956366052748;40.46999629299322
12;434;"EDUARDO BARREIROS - AV. ROSALES";"16/02/1971";440889.798083801;4468994.289003973;-3.6962475307892;40.36943009687305
12;2080;"EVANGELIOS - PORTA COELI";"14/08/2009";440458.794051588;4470512.70288006;-3.70146572753545;40.38307811410078
8;831;"AV. CARDENAL HERRERA ORIA - CTRA. COLMENAR";"01/01/1978";440820.855735856;4482387.445023632;-3.69830639517026;40.49007694955318
8;835;"ISLA DE AROSA - ISLAS CIES";"01/01/1978";439243.642822502;4481444.211769966;-3.71682553702532;40.48146604338225
8;1081;"AV. BETANZOS - FERMIN CABALLERO";"23/08/1983";439500.077177059;4481478.3887425;-3.71380351607286;40.48179264546549
11;598;"AV. OPORTO - DR. ESPINA";"28/09/1973";438077.915909032;4470975.000195961;-3.72955810224139;40.38706916668055
11;1705;"VIA - MERCEDES DOMINGO";"30/01/2002";438764.69938374;4470926.078684364;-3.72146241590396;40.38667922222967
11;1697;"VALLE ORO - ARGÜESO";"04/12/2001";438461.407643566;4470983.877665681;-3.72504105312552;40.3871775550441
11;4595;"VALLE ORO - DR. ESPINA";"22/07/2020";438158.633428156;4471073.425747259;-3.72861672672229;40.38796182575225
10;1362;"CJAL. FRANCISCO JOSE JIMENEZ M. - CASTROSERNA";"16/04/1993";436497.319903179;4472447.020483407;-3.74832578192894;40.40021076002457
10;1356;"CJAL. FRANCISCO JOSE JIMENEZ M. - ALHAMBRA";"23/12/1992";436808.686336334;4472496.509617643;-3.74466179684424;40.40068026537308
3;142;"ALFONSO XII - ESPALTER";"17/07/1965";441556.106978495;4473806.771629255;-3.68884135460041;40.41283052075654
10;1247;"BLAS CABRERA - GRAL. MILLAN ASTRAY";"13/02/1991";434925.442177367;4469987.888041743;-3.76659625797344;40.37793658788426
13;1297;"SIERRA TOLEDANA - PUERTO CANENCIA";"03/01/1992";443957.0244109;4472468.798511428;-3.66042724894818;40.40094242167654
4;271;"VELAZQUEZ - HERMOSILLA";"01/01/1968";441974.174186528;4475302.576207248;-3.68405066538325;40.42633473323525
19;1003;"PSO.  ARTILLEROS - CALAHORRA - VILLAJIMENA";"12/04/1981";448285.98492998;4473194.850443653;-3.60947532168219;40.40776328320923
19;1496;"VILLABLANCA - LOS MANANTIALES";"01/08/1997";448527.331068627;4473254.629865452;-3.6066359245747;40.40831677322868
14;1109;"ARROYO FONTARRON - PIO FELIPE";"11/11/1985";445144.069823237;4472240.612415887;-3.6464199405634;40.39896583064839
16;2095;"AV. LOGROÑO - LUIS DE LA MATA";"02/12/2009";448113.434538173;4477877.844103782;-3.61189103691151;40.4499398510563
2;1630;"RETAMA - OMBU";"20/06/2000";442617.829505649;4471722.494867021;-3.67614043361354;40.39412809525456
19;1454;"PASEO DE ARTILLEROS - VILLARDONDIEGO";"22/03/1996";448307.996480824;4473007.355314584;-3.60920068903996;40.40607557093433
19;1017;"PLAZA DE LA  VICALVARADA";"24/08/1981";448267.083229641;4473394.684082495;-3.60971432161845;40.40956234085829
21;1466;"AV. LOGROÑO - BRIONES";"10/10/1996";450248.765460089;4479398.27580646;-3.58682981681302;40.4637673817251
20;2126;"JULIAN CAMARILLO - RUFINO GONZALEZ";"04/08/2011";446950.65884675;4476288.025877326;-3.62546995824585;40.43554446289272
20;2154;"ALBASANZ - RUFINO GONZALEZ";"02/04/2013";446863.640021967;4476530.557980164;-3.62651616249085;40.43772377789568
9;784;"ANTONIO MACHADO - ISLA OZA";"01/01/1978";438949.52727484;4479390.845813869;-3.72009773298017;40.46294702670019
8;380;"AV. BETANZOS - CHANTADA";"09/09/1969";439654.872721865;4480528.74572163;-3.71188694051436;40.47324918348049
20;2083;"SUECIA - PSO. GINEBRA (NORTE)";"21/09/2009";448766.9199085;4475049.837396566;-3.60395696912464;40.42450395155717
18;1564;"JESUS PINO - SAN JAIME";"24/02/1999";447008.477183292;4470299.330384177;-3.62428959022636;40.38159821519361
18;1953;"MONTES BARBANZA - TRAVESIA GAVIA SECA";"24/05/2006";447454.375000828;4469909.004398012;-3.61900460515724;40.37811013037525
18;4805;"CTRA. VILLAVERDE A VALLECAS - MERCAMADRID - P.P.";"02/01/2025";444383.426047435;4468701.793730761;-3.6550738859352;40.36703552285012
18;1613;"CNO. VASARES - ENRIQUE GARCIA ALVAREZ";"27/01/2000";447756.865927451;4470551.341063113;-3.61549402120586;40.38391575870296
7;496;"VALLEHERMOSO - DONOSO CORTES";"28/02/1972";439909.214826641;4476408.289626848;-3.70849670621757;40.43614889783093
7;407;"VALLEHERMOSO - FERNANDEZ DE LOS RIOS";"02/07/1970";439898.369084716;4476292.891948879;-3.70861365916411;40.43510856195089
7;460;"VALLEHERMOSO - FERNANDO CATOLICO";"04/10/1971";439890.632359148;4476166.435534593;-3.70869290992105;40.4339688285929
5;4692;"Pº CASTELLANA -JUAN HURTADO MENDOZA";"25/01/2023";441553.758691164;4479104.14346249;-3.6893562613869;40.4605515606719
6;4693;"Pº CASTELLANA -FRANCISCO GERVÁS";"11/08/2022";441478.47003137;4479110.70531816;-3.69024481295795;40.46060537367243
5;252;"MATEO INURRIA - ENRIQUE LARRETA";"23/10/1967";441838.020928641;4479782.588624513;-3.68606588136604;40.46668323321711
3;1771;"AV. NAZARET - JESUS APRENDIZ";"12/11/2003";443062.346968043;4473640.763781936;-3.67107456634861;40.41143943289821
4;1900;"ALC. SAINZ  BARANDA - ACCESO M-30";"17/08/2005";443883.305229227;4474741.084493638;-3.66149633262024;40.42140748004239
3;4835;"AV. NAZARET -SAMARIA";"19/03/2025";442872.975199318;4473655.886928288;-3.67330773853246;40.41156269504769
3;1455;"ALC. SAINZ BARANDA - MARQUES LOZOYA";"26/03/1996";443327.772499892;4474265.578858124;-3.66800208982726;40.41708621986959
3;1107;"ALC. SAINZ BARANDA - VAQUERIAS";"19/07/1985";443506.855273156;4474393.467922082;-3.66590271475187;40.41825048973062
3;1580;"ALC. SAINZ BARANDA - ANTONIO CASERO";"13/05/1999";443551.890400375;4474508.173045792;-3.66538208560903;40.41928687149069
9;4621;"QUINTANA -TUTOR";"17/02/2021";439266.951824592;4475562.94297278;-3.71598793485055;40.42848700346143
5;1277;"AV. BURGOS, 30";"02/08/1991";442731.026369447;4481199.567909988;-3.67566082268627;40.47951004071145
5;1100;"AV. SAN LUIS - AV. BURGOS";"02/01/1985";442732.338244517;4481340.918340695;-3.67565811263527;40.48078347599042
5;4799;"AV.BURGOS -PASTORA IMPERIO P.P";"14/10/2024";442722.939639495;4481592.66358226;-3.67579173522605;40.48305065519632
12;1537;"AV. CORDOBA - HOSPITAL DOCE DE OCTUBRE";"22/07/1998";440887.198348121;4470004.749194067;-3.69637185345912;40.3785326959903
11;2136;"CONSUELO GUZMAN - PARAGUAYA";"04/07/2012";435975.685139255;4469696.299949682;-3.7541958400513;40.37539118455878
11;2224;"SECOYA-OBOLO-REUS";"24/09/2015";436971.188655786;4469261.343017782;-3.7424269082645;40.37154877146871
11;4756;"AV. CARABANCHEL ALTO - DIEGO TORRES VILLARROEL - P.P.";"31/07/2023";436159.370712789;4469328.52830164;-3.75199539965914;40.37209222551493
10;1398;"CJAL. FRANCISCO JOSE JIMENEZ M. - HURTUMPASCUAL";"23/11/1994";436941.590716685;4472522.166518804;-3.74309828581312;40.40092146864938
10;1399;"CJAL. FRANCISCO JOSE JIMENEZ M. - MUÑICO";"23/11/1994";437130.836700742;4472553.814060214;-3.74087145968915;40.40122087289772
10;1400;"CJAL. FRANCISCO JOSE JIMENEZ M. - VINEGRA";"23/11/1994";437291.468946469;4472581.380243358;-3.7389813800252;40.40148131339583
4;135;"GOYA - NUÑEZ BALBOA";"21/06/1965";442080.73189858;4475167.53381845;-3.68278226829401;40.42512562957553
2;1805;"EMBAJADORES - PUERTO SERRANO";"08/07/2004";441549.218824863;4470741.016512437;-3.68864106947935;40.38521209767853
13;1099;"AV. DE LA ALBUFERA 136 - P.P.";"13/11/1984";444717.165883591;4471395.104231356;-3.65137684674198;40.39132075221151
13;302;"AV. DE LA ALBUFERA - PERPETUO SOCORRO";"21/05/1968";443851.833051933;4471732.962564944;-3.66160188611725;40.39430649812664
13;189;"AV. DE LA ALBUFERA - SIERRA DEL  CADI";"09/09/1966";443984.581861484;4471638.285110841;-3.66002945840893;40.39346252651369
13;537;"AV. DE LA ALBUFERA - PAYASO FOFO";"15/11/1972";444085.516944111;4471566.478452328;-3.65883391069556;40.39282243171702
13;693;"AV. DE LA  ALBUFERA - CANTALAPIEDRA";"05/07/1976";444366.218913368;4471440.879193;-3.65551566569815;40.39170975470298
13;694;"AV. DE LA ALBUFERA - AV. BUENOS AIRES";"06/07/1976";444524.685454498;4471421.651592979;-3.65364694393547;40.39154710994725
9;4588;"CUESTA SAN VICENTE-CADARSO";"19/05/2020";439435.587983138;4474780.05379836;-3.71392544041465;40.42144668907332
13;1174;"BENJAMIN PALENCIA - HUMANES";"04/05/1989";444874.764040401;4471775.792895443;-3.64955299280876;40.39476067227916
13;1148;"PIO FELIPE - BOMBEROS";"09/07/1987";444594.674472959;4471750.321690024;-3.6528509320636;40.39451262680052
3;2159;"CERRO NEGRO - GANDIA";"24/06/2013";443091.533114964;4472130.273978916;-3.67059554049818;40.39783410193757
9;120;"PRINCESA - ALTAMIRANO - HILARION ESLAVA";"02/04/1964";439174.989889842;4475931.206825675;-3.71710724108657;40.43179776151796
20;1760;"JUAN IGNACIO LUCA TENA 7 - P.P.";"18/07/2003";446077.845131398;4477591.651734442;-3.63587078313533;40.44723212008997
20;1583;"ALCALA - RIOBAMBA - SANTA LEONOR";"21/05/1999";446322.998342897;4476705.333742892;-3.63290511713414;40.43926353652318
20;1582;"ALCALA - ALFONSO GOMEZ - CAMPECHE";"21/05/1999";446558.3680998;4476789.886673986;-3.63013714571091;40.44004039729816
15;473;"AV. DAROCA - RICARDO ORTIZ";"22/11/1971";444224.401639237;4475758.875443428;-3.65756507135489;40.43059922783174
20;1584;"ALCALA - TRACIA";"21/05/1999";446620.798709686;4476811.183405229;-3.6294028498174;40.44023626038537
20;1679;"TAMPICO - TUMACO";"06/06/2001";446096.670085675;4477341.737181569;-3.63562759544516;40.44498197298461
16;4660;"SILVANO - CEMENTERIO - P.P.";"17/05/2022";445672.433774993;4479126.257839535;-3.64078258267893;40.46103026925596
13;4841;"COCHERON DE LA VILLA 15 - P.P.";"14/03/2025";446340.7714009;4470365.157214847;-3.63216087974674;40.38214849534434
1;4642;"TOLEDO 96, P.P";"06/08/2021";439683.401483288;4473308.76049589;-3.7108649597235;40.40821060245955
2;4834;"PUENTE SAN ISIDRO P.P";"08/12/2024";438709.153246368;4472828.684609091;-3.72229993026541;40.403814703275
5;1710;"HIEDRA - ESTACION CHAMARTIN";"11/04/2002";442441.110727661;4480454.121052843;-3.67901337154558;40.47277469332614
11;293;"GRAL. RICARDOS - CLARISAS";"08/03/1968";438152.944084927;4471360.89615538;-3.72871166592358;40.39055107049922
11;290;"GRAL. RICARDOS - CNO. VIEJO LEGANES";"08/03/1968";438587.9377669;4471681.934955229;-3.72361770746256;40.39347532255822
11;291;"GRAL. RICARDOS - TOBOSO";"08/03/1968";438479.396754596;4471606.50378806;-3.72488926129644;40.39278779335928
11;288;"GRAL. RICARDOS - CASTRO DE ORO";"08/03/1968";438036.213835562;4471259.88249136;-3.73007710494228;40.38963241781501
1;28;"ALCALA - BARQUILLO - MARQUES DE CUBAS";"01/01/1960";440994.385935162;4474503.768275868;-3.69552619953513;40.41906977524547
1;30;"ALCALA - GRAN VIA";"01/01/1960";440890.705771974;4474465.170441356;-3.69674465233629;40.41871470926695
10;553;"ALHAMBRA 80 - P.P.";"22/02/1973";436870.893069714;4472065.141035492;-3.74388602336855;40.39679903468452
10;971;"NTRA. SRA. VALVANERA - LAGUNA";"26/06/1980";436985.002247704;4471780.012867483;-3.7425133009051;40.39423912029123
10;432;"NTRA. SRA. VALVANERA - VIA CARPETANA";"06/01/1971";437122.240480073;4471642.820565214;-3.74088278880012;40.39301360452865
10;439;"VIA CARPETANA - LOPEZ MEZQUIA";"23/03/1971";437303.944221649;4471820.947319897;-3.73875949638808;40.39463194540931
16;1440;"EMIGRANTES - TRIBALDOS";"21/11/1995";446005.325879829;4479797.951321008;-3.63691357175317;40.46710293219571
13;1603;"AV. DE LA  ALBUFERA - COCHERON DE LA VILLA";"16/11/1999";446508.232341537;4470462.995044678;-3.63019634466048;40.38304065052805
13;1376;"AV. DE LA  ALBUFERA - TRANVIA DE ARGANDA";"30/06/1993";446308.084891897;4470563.298212595;-3.63256263506815;40.38393137355315
13;1185;"AV. DE LA ALBUFERA - M-40 ESTE";"17/01/1990";446207.434755585;4470633.732513973;-3.63375430652455;40.38455939937277
13;2241;"COCHERON VILLA - JARDINERA - P.P.";"27/11/2015";446524.284235022;4470406.974926378;-3.63000254357468;40.3825370147345
4;879;"AV. BRASILIA - PTE. LA PAZ";"06/06/1978";443927.019936342;4476896.103160175;-3.6611711705577;40.44082397479175
10;1005;"GALLUR 435 P.P.";"29/04/1981";437031.558144058;4472028.648393745;-3.74198935763381;40.39648245673317
10;953;"MAQUEDA - TEMBLEQUE";"27/02/1980";435211.401297687;4471516.732046194;-3.76338333522298;40.39173130807896
8;1651;"VALLE PINARES LLANOS - RISCOS POLANCO";"31/10/2000";438747.936660226;4481897.553967907;-3.72271741909408;40.48551348015565
8;1034;"JOAQUIN LORENZO - ISLAS ALEUTIANAS";"12/11/1981";438182.364365187;4480696.378468245;-3.72927302963176;40.47465098514662
8;1444;"ISLA TABARCA - FERMIN CABALLERO";"23/01/1996";438787.737059769;4481044.234991143;-3.72216546231223;40.4778294337038
8;1678;"SANGENJO - ALFREDO MARQUERIE";"05/06/2001";440786.270404992;4482173.588818298;-3.69869448856098;40.48814798778946
11;2113;"CIDRO - TULIPERO";"21/10/2010";436645.711253608;4468750.86601848;-3.74620973115528;40.36692548496025
6;1878;"OFELIA NIETO 20 - P.P.";"24/02/2005";439785.699853708;4478994.694077492;-3.7101981152244;40.45943935678128
16;2262;"NICETO ALCALA ZAMORA 91 - P.P.";"15/03/2017";444278.785854275;4483423.495676104;-3.65759700273365;40.49964947032727
16;2172;"ING. EMILIO HERRERA - PL. ALCALDE MORENO TORRES SUR PP";"15/07/2013";444285.067288627;4482116.713794423;-3.65740797249702;40.48787782931268
16;2173;"FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES (ESTE)";"15/07/2013";444499.404037889;4482150.436607067;-3.65488201754657;40.48819597711984
4;1738;"ALCALA - VELAZQUEZ";"28/11/2002";441933.256929669;4474721.619052194;-3.68447994250345;40.42109832755724
3;389;"NARVAEZ - IBIZA";"17/11/1969";442629.16190974;4474402.551450868;-3.67624850748708;40.41827227305274
1;2206;"PSO. RECOLETOS - MARQUES DE DUERO";"05/12/2014";441292.539803602;4474676.312053242;-3.69202789442892;40.42064522172896
7;925;"GUZMAN EL  BUENO - JOAQUIN MARIA LOPEZ";"28/06/1979";439531.069359883;4476578.067563349;-3.7129710366932;40.43765092049249
7;461;"GUZMAN EL BUENO - DONOSO CORTES";"05/10/1971";439522.16520206;4476439.345025527;-3.71306281239709;40.43640060193228
2;1920;"PSO. MELANCOLICOS - SAN ALEJANDRO";"30/12/2005";438857.824110796;4472917.549521042;-3.72055654299718;40.40462617000557
2;4602;"Pº PONTONES- CASIMIRO MAHOU BIERHANS";"16/09/2020";439121.380269006;4472884.726309846;-3.71744764281228;40.40434979639598
10;667;"GTA. DE LOS CARMENES";"27/06/1975";436894.636049561;4471921.177442103;-3.74359200108367;40.39550394903018
10;1310;"VILLASANDINO - VILLAMANIN - VILLAGARCIA";"28/02/1992";436077.717166356;4473048.422309281;-3.7533304385105;40.40559631964373
6;970;"DR. FEDERICO RUBIO - AV. PABLO IGLESIAS";"19/06/1980";439635.674317881;4478222.347401538;-3.71189402399238;40.45247086894889
18;1547;"AV. MEDITERRANEO - PUENTELARRA";"16/10/1998";448600.101691992;4470612.122192862;-3.60556500952617;40.38451576473551
18;1561;"PUERTO PORZUNA - FUENTIDUEÑA";"05/02/1999";447091.52186054;4469473.891957825;-3.62324277616815;40.37416738278125
15;721;"VITAL AZA - JOSE ARCONES GIL";"07/03/1977";445886.056426013;4476086.432513904;-3.63800408998;40.43365980740393
16;1907;"AV. MANOTERAS - AV. MANOTERAS- P.P.";"22/10/2005";443658.397131713;4482123.658618379;-3.66480251027615;40.48789809596785
16;2032;"NICETO ALCALA ZAMORA - FERNANDO ROJAS - P.P.";"19/10/2007";445107.261977559;4482687.624107354;-3.6477565354271;40.4930756263554
16;2101;"INGENIERO EMILIO HERRERA - FUENTE DE LA MORA";"25/01/2010";444028.908818868;4481905.232585063;-3.66041164804397;40.48595548140381
16;2118;"FCO. PI  Y MARGALL - PRINCESA DE EBOLI - P.P.";"04/01/2011";444611.774394759;4482102.638707598;-3.65355200297108;40.48777289714666
16;1781;"INGENIERO EMILIO HERRERA - AV. MANOTERAS";"28/04/2004";444138.510951381;4481996.864468683;-3.65912659197577;40.48678832428622
16;1448;"AV. MANOTERAS - CNO. FUENTE MORA - METRO";"15/02/1996";443851.025883842;4482084.037029584;-3.66252622262932;40.48755421866525
16;4737;"ING.EMIILIO HERRERA -PL. ALCALDE MORENO TORRES (NORTE)";"18/05/2023";444467.367541836;4482291.797653815;-3.65527239632178;40.4894672784198
16;4736;"FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES (OESTE)";"17/05/2023";444297.000142066;4482275.09243636;-3.65728109917012;40.48930537551647
9;862;"FRANCOS RODRIGUEZ - PIRINEOS";"01/01/1978";439301.312342737;4478913.134744958;-3.7159030073584;40.45866939834361
1;172;"BAILEN - DON PEDRO";"11/05/1966";439430.985831827;4473709.268051904;-3.71387772520293;40.41180023260752
1;1320;"GRAN VIA SAN FRANCISCO - SAN BERNABE";"08/04/1992";439487.877497142;4473374.257978735;-3.71317537891757;40.40878644470304
1;116;"MAYOR - MILANESES - PL. CTE. MORENAS";"14/03/1964";439857.599103192;4474162.246343498;-3.70889277079;40.41591180610235
1;892;"AMANIEL - NOVICIADO";"07/11/1978";439834.182072403;4475254.824006863;-3.70927213016622;40.42575254933054
1;176;"AMANIEL - REYES - ALAMO";"07/06/1966";439850.209321691;4475096.238880387;-3.70906820232366;40.42432510239374
5;1845;"AV. BURGOS - BUGANVILLA";"26/10/2004";442694.486033834;4480292.636637626;-3.67600995123659;40.47133749115098
5;1278;"AV. BURGOS - MARQUES DE TORROJA";"14/08/1991";442679.700316344;4480190.277455098;-3.67617511177821;40.47041437450427
2;776;"PSO. PONTONES - PSO. MELANCOLICOS";"01/01/1978";438868.910313009;4472850.626074048;-3.72041947496733;40.40402410701374
2;4613;"Pº MELANCOLICOS - DUQUE TOVAR";"16/11/2020";438901.00178079;4472720.39441991;-3.72002880984752;40.40285327596522
5;653;"AV. PIO XII - AV. BURGOS";"05/03/1975";442701.672852184;4480434.380060252;-3.67593798041657;40.47261487372302
5;1294;"AV. PIO XII - M-30,P.P";"18/12/1991";442846.13601888;4480343.650202702;-3.67422571175672;40.47180749245162
10;946;"OCAÑA 98 - P.P.";"18/01/1980";436079.635104941;4470839.591407051;-3.75308610754758;40.38569842340632
8;1855;"MONASTERIO SILOS - MONASTERIO LIEBANA";"15/11/2004";441175.95262701;4484250.97273027;-3.69428963248709;40.5068895212307
8;4629;"AV. MONASTERIO DE EL ESCORIAL - MONASTERIO CAAVEIRO";"14/07/2021";440925.97271237;4484076.3422936;-3.69722360252245;40.5052986271493
8;4630;"AV. MONASTERIO SILOS - MONASTERIO SAMOS";"31/05/2021";441094.795732453;4484126.07853603;-3.6952358278432;40.50575867235322
8;4802;"AV. SANTUARIO DE VALVERDE - MONASTERIO DE OSEIRA";"05-11-2024";440983.557569229;4484376.82111364;-3.69657200708875;40.50800954216578
8;4804;"AV. SANTUARIO DE VALVERDE - MONASTERIO DE POYO";"05-11-2024";441062.600478748;4484501.02792335;-3.69565068932044;40.50913405923186
8;1065;"FINISTERRE - VILLA MARIN";"15/11/1982";440636.211711429;4480765.717926513;-3.70033316529572;40.47545464027193
8;842;"MELCHOR FERNANDEZ ALMAGRO - FINISTERRE";"01/01/1978";440512.751831356;4480967.779725996;-3.70180850997206;40.47726605616023
5;1602;"LOPEZ HOYOS 169 - P.P.";"11/11/1999";443576.829354689;4477923.210771698;-3.66539133533271;40.45005298364677
10;4845;"ALHAMBRA 66,- P.P";"21/05/2025";436855.06201341;4472196.00219633;-3.74408553281546;40.39797668694485
10;689;"DUQUESA PARCENT - DUQUESA PARCENT";"25/06/1976";436564.024219296;4471913.37979952;-3.74748662257003;40.39540858834599
10;1351;"ALHAMBRA - CUART POBLET";"25/11/1992";436829.243335904;4472317.994979381;-3.74440185405335;40.39907369091873
10;895;"VIA CARPETANA - MOCHUELO";"22/11/1978";437406.37290312;4472006.216709781;-3.73757086652824;40.39630863732376
10;4862;"A-5 - VILLAGARCIA";"06/08/2025";436012.990833718;4472892.45142368;-3.75407750168519;40.40418630115207
16;4788;"GLORIETA DE FRANCISCO JAREÑO";"27/10/2023";447784.898610194;4482943.05999092;-3.61618216795104;40.49554949378625
18;1797;"REAL DE ARGANDA - ACCESO A-3 - P.P.";"23/06/2004";448731.921586797;4469677.132911148;-3.60393684033995;40.37610084163506
16;2140;"INGENIERO EMILIO HERRERA - ISABEL CLARA EUGENIA";"31/08/2012";444791.663569109;4482677.592684951;-3.65147962255392;40.4929643262337
